graph,temporal_edges,batch_size,order,size,time,iterations,error,technique
"email-Eu-core-temporal","332335","10","816","11702","0.183","11","0.0000030551","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","816","11702","0.183","11","0.0000030551","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","816","11702","0.183","11","0.0000030551","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","816","11702","0.183","11","0.0000030551","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","817","11935","0.436","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","817","11935","0.02","1","5.8598e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","817","11935","0.02","1","5.8598e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","817","11935","0.02","1","5.8598e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","817","11935","0.02","1","5.8598e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","817","12113","0.426","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","817","12113","0.023","1","6.9043e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","817","12113","0.02","1","6.9043e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","817","12113","0.02","1","6.9043e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","817","12113","0.02","1","6.9043e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","822","12365","0.46","27","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","822","12365","0.02","1","3.9869e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","822","12365","0.021","1","3.9869e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","822","12365","0.022","1","3.9869e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","822","12365","0.021","1","3.9869e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","825","12574","0.441","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","825","12574","0.021","1","5.4706e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","825","12574","0.021","1","5.4706e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","825","12574","0.021","1","5.4706e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","825","12574","0.021","1","5.4706e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","827","12761","0.461","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","827","12761","0.021","1","5.6613e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","827","12761","0.021","1","5.6613e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","827","12761","0.021","1","5.6613e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","827","12761","0.021","1","5.6613e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","831","12974","0.455","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","831","12974","0.18","10","0.0000029636","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","831","12974","0.197","11","0.0000018662","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","831","12974","0.189","10","0.0000029833","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","831","12974","0.196","11","0.0000018833","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","835","13223","0.462","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","835","13223","0.254","14","0.0000025764","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","835","13223","0.254","14","0.0000025764","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","835","13223","0.256","14","0.0000025764","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","835","13223","0.268","14","0.0000025764","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","836","13446","0.479","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","836","13446","0.022","1","5.383e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","836","13446","0.022","1","5.383e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","836","13446","0.022","1","5.383e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","836","13446","0.022","1","5.383e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","838","13630","0.491","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","838","13630","0.022","1","6.9136e-7","pagerankIncremental (zero-fill)"
"email-Eu-core-temporal","332335","10","838","13630","0.022","1","6.9136e-7","pagerankIncremental (1/N-fill)"
"email-Eu-core-temporal","332335","10","838","13630","0.022","1","6.9136e-7","pagerankIncremental (scaled zero-fill)"
"email-Eu-core-temporal","332335","10","838","13630","0.022","1","6.9136e-7","pagerankIncremental (scaled 1/N-fill)"
"email-Eu-core-temporal","332335","10","840","13876","0.497","26","0","pagerankStatic"
"email-Eu-core-temporal","332335","10","840","13876","0.232","12","0.0000018545","pagerankIncremental (zero-fill)"
