graph,order,size,batch_size,technique,time,iterations,error
"email-Eu-core-temporal","986","24928","1000","pagerankTeleport (dynamic-partial)","0.32035999999999987","17.63","0.000002618757000000001"
"email-Eu-core-temporal","986","24928","1000","pagerankLoop (static)","1.1095","56.12","0"
"email-Eu-core-temporal","986","24928","1000","pagerankLoop (dynamic-full)","0.64961","36.29","0.000007678436999999999"
"email-Eu-core-temporal","986","24928","1000","pagerankLoop (dynamic-partial)","0.6492500000000001","36.41","0.00000759548"
"email-Eu-core-temporal","986","24928","1000","pagerankLoopAll (static)","1.1654200000000003","56.37","0"
"email-Eu-core-temporal","986","24928","1000","pagerankLoopAll (dynamic-full)","0.6655500000000001","35.69","0.000007742917"
"email-Eu-core-temporal","986","24928","1000","pagerankLoopAll (dynamic-partial)","0.66573","35.83","0.000007651780999999998"
"email-Eu-core-temporal","986","24928","1000","pagerankRemove (static)","0.4851599999999999","28.79","0"
"email-Eu-core-temporal","986","24928","1000","pagerankRemove (dynamic-full)","0.3126300000000001","19.51","0.00004563901540000001"
"email-Eu-core-temporal","986","24928","1000","pagerankRemove (dynamic-partial)","0.31282","19.58","0.000045616254400000006"
"email-Eu-core-temporal","986","24929","5000","pagerankTeleport (static)","0.5218208955223881","26.955223880597014","0"
"email-Eu-core-temporal","986","24929","5000","pagerankTeleport (dynamic-full)","0.367134328358209","20.47761194029851","0.0000023606200791044773"
"email-Eu-core-temporal","986","24929","5000","pagerankTeleport (dynamic-partial)","0.36623880597014924","20.47761194029851","0.0000023606200791044773"
"email-Eu-core-temporal","986","24929","5000","pagerankLoop (static)","1.1097611940298509","56.134328358208954","0"
"email-Eu-core-temporal","986","24929","5000","pagerankLoop (dynamic-full)","0.7832089552238807","43.26865671641791","0.000007649823880597016"
"email-Eu-core-temporal","986","24929","5000","pagerankLoop (dynamic-partial)","0.7825671641791044","43.35820895522388","0.000007592491044776121"
"email-Eu-core-temporal","986","24929","5000","pagerankLoopAll (static)","1.1634328358208958","56.40298507462686","0"
"email-Eu-core-temporal","986","24929","5000","pagerankLoopAll (dynamic-full)","0.8037462686567162","42.74626865671642","0.000007673446268656717"
"email-Eu-core-temporal","986","24929","5000","pagerankLoopAll (dynamic-partial)","0.8064477611940297","43.014925373134325","0.000007496411940298509"
"email-Eu-core-temporal","986","24929","5000","pagerankRemove (static)","0.4819253731343285","28.64179104477612","0"
"email-Eu-core-temporal","986","24929","5000","pagerankRemove (dynamic-full)","0.35452238805970143","22.28358208955224","0.00006982548220895522"
"email-Eu-core-temporal","986","24929","5000","pagerankRemove (dynamic-partial)","0.35522388059701493","22.388059701492537","0.0000698200692238806"
"email-Eu-core-temporal","986","24929","10000","pagerankTeleport (static)","0.5308235294117648","26.88235294117647","0"
"email-Eu-core-temporal","986","24929","10000","pagerankTeleport (dynamic-full)","0.3903235294117647","21.676470588235293","0.0000021521729411764703"
"email-Eu-core-temporal","986","24929","10000","pagerankTeleport (dynamic-partial)","0.3895","21.676470588235293","0.0000021521729411764703"
"email-Eu-core-temporal","986","24929","10000","pagerankLoop (static)","1.1292352941176471","56.23529411764706","0"
"email-Eu-core-temporal","986","24929","10000","pagerankLoop (dynamic-full)","0.8546470588235292","46.1764705882353","0.0000074187558823529415"
"email-Eu-core-temporal","986","24929","10000","pagerankLoop (dynamic-partial)","0.8553823529411765","46.3235294117647","0.0000073278176470588244"
"email-Eu-core-temporal","986","24929","10000","pagerankLoopAll (static)","1.1821470588235294","56.470588235294116","0"
"email-Eu-core-temporal","986","24929","10000","pagerankLoopAll (dynamic-full)","0.8769117647058823","45.705882352941174","0.000007420726470588235"
"email-Eu-core-temporal","986","24929","10000","pagerankLoopAll (dynamic-partial)","0.8796470588235296","45.794117647058826","0.00000736130882352941"
"email-Eu-core-temporal","986","24929","10000","pagerankRemove (static)","0.49097058823529405","28.441176470588236","0"
"email-Eu-core-temporal","986","24929","10000","pagerankRemove (dynamic-full)","0.3838529411764706","23.705882352941178","0.00009341017647058821"
"email-Eu-core-temporal","986","24929","10000","pagerankRemove (dynamic-partial)","0.3834411764705882","23.764705882352942","0.00009341755882352939"
"email-Eu-core-temporal","986","24929","50000","pagerankTeleport (static)","0.5474285714285714","24.142857142857142","0"
"email-Eu-core-temporal","986","24929","50000","pagerankTeleport (dynamic-full)","0.45671428571428574","21.857142857142858","0.0000017153794285714286"
"email-Eu-core-temporal","986","24929","50000","pagerankTeleport (dynamic-partial)","0.4547142857142857","21.857142857142858","0.0000017153794285714286"
"email-Eu-core-temporal","986","24929","50000","pagerankLoop (static)","1.2267142857142856","56.285714285714285","0"
"email-Eu-core-temporal","986","24929","50000","pagerankLoop (dynamic-full)","1.0544285714285715","51.42857142857143","0.000006246742857142857"
"email-Eu-core-temporal","986","24929","50000","pagerankLoop (dynamic-partial)","1.0527142857142857","51.57142857142857","0.000006159571428571428"
"email-Eu-core-temporal","986","24929","50000","pagerankLoopAll (static)","1.2771428571428571","56.57142857142857","0"
"email-Eu-core-temporal","986","24929","50000","pagerankLoopAll (dynamic-full)","1.0857142857142856","51.285714285714285","0.0000061052142857142856"
"email-Eu-core-temporal","986","24929","50000","pagerankLoopAll (dynamic-partial)","1.0814285714285714","51.285714285714285","0.0000061052142857142856"
"email-Eu-core-temporal","986","24929","50000","pagerankRemove (static)","0.5112857142857143","26.285714285714285","0"
"email-Eu-core-temporal","986","24929","50000","pagerankRemove (dynamic-full)","0.4985714285714286","26.285714285714285","0.00015839342"
"email-Eu-core-temporal","986","24929","50000","pagerankRemove (dynamic-partial)","0.4967142857142857","26.285714285714285","0.00015839342"
"email-Eu-core-temporal","986","24929","100000","pagerankTeleport (static)","0.594","23.75","0"
"email-Eu-core-temporal","986","24929","100000","pagerankTeleport (dynamic-full)","0.51225","22","0.0000015765124999999999"
"email-Eu-core-temporal","986","24929","100000","pagerankTeleport (dynamic-partial)","0.51325","22","0.0000015765124999999999"
"email-Eu-core-temporal","986","24929","100000","pagerankLoop (static)","1.356","56.75","0"
"email-Eu-core-temporal","986","24929","100000","pagerankLoop (dynamic-full)","1.18675","52.25","0.0000053198750000000005"
"email-Eu-core-temporal","986","24929","100000","pagerankLoop (dynamic-partial)","1.1877499999999999","52.25","0.0000053198750000000005"
"email-Eu-core-temporal","986","24929","100000","pagerankLoopAll (static)","1.40525","56.75","0"
"email-Eu-core-temporal","986","24929","100000","pagerankLoopAll (dynamic-full)","1.20675","51.75","0.000005393025"
"email-Eu-core-temporal","986","24929","100000","pagerankLoopAll (dynamic-partial)","1.20525","51.75","0.000005393025"
"email-Eu-core-temporal","986","24929","100000","pagerankRemove (static)","0.5625","25.75","0"
